"id","idLicitacao","numero","idFornecedor","dataInicial","dataFinal","valor","nomeArquivo","numeroDownload","remoto"
"1","1092",,,,,,"ed0a3f73-da7f-4c27-a3b1-4a47f050be8d.jpg","14","0"
