"id","nome","iconeClass","nomeImg","comIcone","ordem","created_at","updated_at","remoto","naHome"
"8","Geral","fa-arrow-circle-o-up",,"1","2","25/10/2017 12:54:14","31/1/2018 13:04:51","0","1"
